pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo,duration_sec
1,2022,4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,[pop],0.52,0.73,0.06,0.34,0.31,0.66,173.93,167.303
2,2022,0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,[pop],0.64,0.64,0.05,0.13,0.14,0.53,97.01,200.69
3,2022,6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,[latin],0.8,0.67,0.03,0.29,0.12,0.29,99.97,245.939
4,2022,3nqQXoyQOWXiESFLlDF1hG,Sam Smith Kim Petras,Unholy (feat Kim Petras),[pop],0.71,0.47,0.09,0.01,0.27,0.24,131.12,156.943
5,2022,1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,[hip hop],0.91,0.56,0.1,0.03,0.11,0.32,107,173.947
6,2022,1bDbXMyjaUIooNwFE9wn0N,Drake 21 Savage,Rich Flex,[hip hop],0.56,0.52,0.24,0.05,0.36,0.42,153.15,239.359
7,2022,1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,[pop],0.71,0.73,0.05,0.3,0.11,0.9,115,177.954
8,2022,0skYUMpS0AcbpjcGsAbRGj,BLACKPINK,Pink Venom,[k-pop],0.8,0.7,0.09,0.02,0.26,0.75,90.03,186.964
9,2022,7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,[k-pop],0.82,0.69,0.05,0,0.19,0.69,110.07,175.889
10,2022,6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny Chencho Corleone,Me Porto Bonito,[latin],0.91,0.71,0.08,0.09,0.09,0.43,92.01,178.567
11,2022,2tTmW7RDtMQtBk7m2rYeSw,Bizarrap Quevedo,Quevedo: Bzrp Music Sessions Vol 52,[latin],0.62,0.78,0.04,0.01,0.23,0.55,128.03,198.937
12,2022,3k3NWokhRRkEPhCzPmV8TW,Bad Bunny Bomba Estéreo,Ojitos Lindos,[latin],0.65,0.69,0.04,0.08,0.53,0.27,79.93,258.298
13,2022,2FeBslNBMdR9V58uv6hd2t,Kendrick Lamar,N95,[hip hop],0.79,0.67,0.11,0.38,0.12,0.41,139.96,195.95
14,2022,6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,[pop],0.44,0.32,0.05,0.89,0.14,0.27,169.91,233.456
15,2022,46s57QULU02Voy0Kup6UEb,Drake 21 Savage,Major Distribution,[hip hop],0.91,0.55,0.32,0.01,0.07,0.23,131.02,170.501
16,2022,1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,[R&B],0.64,0.74,0.04,0.05,0.16,0.42,88.98,153.946
17,2022,6uvh0In7u1Xn4HgxOfAn8O,Harry Styles,Matilda,[pop],0.51,0.29,0.04,0.9,0.1,0.39,114.2,245.964
18,2022,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,[latin],0.65,0.72,0.25,0.1,0.13,0.19,106.67,243.716
19,2022,2dHHgzDwk4BJdRwy9uXhTO,Metro Boomin The Weeknd 21 Savage,Creepin (with The Weeknd & 21 Savage),[hip hop],0.72,0.62,0.05,0.42,0.08,0.17,97.95,221.52
20,2022,5LYMamLv12UPbemOaTPyeV,Harry Styles,Music For a Sushi Restaurant,[pop],0.72,0.72,0.04,0.26,0.11,0.36,107.04,193.813
21,2022,4tYFy8ALRjIZvnvSLw5lxN,Bad Bunny Rauw Alejandro,Party,[latin],0.83,0.8,0.09,0.02,0.24,0.47,97.01,227.628
22,2022,1dm6z1fWB0cErMszU25dy2,Bad Bunny,Después de la Playa,[latin],0.56,0.9,0.31,0.36,0.18,0.61,78.29,230.4
23,2022,5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,[pop],0.73,0.44,0.08,0.26,0.16,0.1,96.99,202.395
24,2022,2KLwPaRDOB87XOYAT2fgxh,Drake 21 Savage Travis Scott,Pussy & Millions (feat Travis Scott),[hip hop],0.75,0.63,0.12,0.06,0.35,0.45,122.03,242.026
25,2022,75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),[indie pop],0.63,0.55,0.06,0.72,0.06,0.2,108.38,298.933
26,2022,5PjdY0CKGZdEuoNab3yDmX,The Kid LAROI Justin Bieber,STAY (with Justin Bieber),[hip hop],0.59,0.76,0.05,0.04,0.1,0.48,169.93,141.805
27,2022,3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,[pop],0.64,0.36,0.08,0.69,0.12,0.23,139.87,174.782
28,2022,41oY4WCTj5kccfesTVFnvN,Bad Bunny Jhayco,Tarot,[latin],0.8,0.68,0.04,0.02,0.66,0.42,114.01,237.894
29,2022,10SRMwb9EuVS1K9rYsBfHQ,BTS,Yet To Come,[k-pop],0.56,0.89,0.19,0.04,0.33,0.68,172.03,193.593
30,2022,3F5CgOj3wFlRv51JsHbxhe,Drake 21 Savage,Jimmy Cooks (feat 21 Savage),[hip hop],0.53,0.67,0.18,0,0.09,0.37,165.92,218.364
31,2022,4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,[pop],0.7,0.54,0.05,0.3,0.37,0.42,121.93,168.601
32,2022,3i058E8uxTsYqJ5NWZzqSj,Harry Styles,Little Freak,[pop],0.56,0.54,0.04,0.72,0.1,0.4,141.96,202.183
33,2022,34tz0eDhGuFErIuW3q4mPX,Drake 21 Savage,On BS,[hip hop],0.84,0.36,0.59,0.02,0.39,0.33,158.01,261.543
34,2022,0mBP9X2gPCuapvpZ7TGDk3,Charlie Puth Jung Kook BTS,Left and Right (Feat Jung Kook of BTS),[pop],0.88,0.59,0.03,0.62,0.09,0.72,101.06,154.486
35,2022,51Zw1cKDgkad0CXv23HCMU,Harry Styles,Daylight,[pop],0.69,0.45,0.04,0.48,0.18,0.63,145.5,164.533
36,2022,1wtOxkiel43cVs0Yux5Q4h,Taylor Swift Lana Del Rey,Snow On The Beach (feat Lana Del Rey),[pop],0.66,0.32,0.04,0.69,0.12,0.19,109.96,256.124
37,2022,4j6kId9QIqhoXvqHKgSKa0,Harry Styles,Grapejuice,[pop],0.65,0.72,0.03,0.36,0.2,0.88,182.93,191.958
38,2022,1nH2PkJL1XoUq8oE6tBZoU,The Weeknd,Sacrifice,[R&B],0.74,0.8,0.11,0.03,0.07,0.91,122,188.918
39,2022,5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,[latin],0.79,0.55,0.05,0.31,0.12,0.22,93.05,176.936
40,2022,3eX0NZfLtGzoLUxPNvRfqm,Taylor Swift,Maroon,[pop],0.64,0.4,0.06,0.06,0.1,0.04,108.08,218.27
41,2022,6gI9b2VsoWhjhIuIeToDVs,Kendrick Lamar Blxst Amanda Reifer,Die Hard,[hip hop],0.78,0.74,0.25,0.32,0.13,0.36,100.99,239.026
42,2022,02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,[indie pop],0.76,0.53,0.09,0.44,0.09,0.53,80.87,238.805
43,2022,35ovElsgyAtQwYPYnZJECg,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,[pop],0.25,0.3,0.03,0.9,0.13,0.17,177.12,196.519
44,2022,4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,Youre On Your Own Kid,[pop],0.7,0.4,0.07,0.4,0.13,0.38,120.04,194.206
45,2022,7rglLriMNBPAyuJOMGwi39,Elton John Dua Lipa PNAU,Cold Heart - PNAU Remix,[rock],0.8,0.8,0.03,0.04,0.09,0.93,116.03,202.735
46,2022,5ildQOEKmJuWGl2vRkFdYc,ROSALÍA,DESPECHÁ,[R&B],0.92,0.62,0.1,0.18,0.06,0.78,130.04,157.017
47,2022,7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,[pop],0.64,0.62,0.07,0.07,0.48,0.1,90.02,204.852
48,2022,46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,[pop],0.6,0.37,0.03,0.58,0.13,0.13,141.98,224.694
49,2022,7GeTsDIc5ykNB6lORO6Cee,Drake 21 Savage,Circo Loco,[hip hop],0.73,0.61,0.07,0.01,0.32,0.25,103.98,236.795
50,2022,5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Yo No Soy Celoso,[latin],0.87,0.59,0.05,0.28,0.17,0.93,142,230.704
51,2022,35TyJIMR3xRouUuo2sjS6v,Harry Styles,Cinema,[pop],0.83,0.64,0.04,0.35,0.09,0.9,105.99,243.507
52,2022,0rzaRSujxA0bKyjJl6vHYq,Harry Styles,Satellite,[pop],0.58,0.46,0.03,0.14,0.09,0.3,138.98,218.577
53,2022,5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,[R&B],0.36,0.28,0.03,0.81,0.18,0.28,99.8,180.853
54,2022,5Z9KJZvQzH6PFmb8SNkxuk,Lil Nas X Jack Harlow,INDUSTRY BABY (feat Jack Harlow),[hip hop],0.74,0.69,0.07,0.02,0.05,0.89,150.09,212.352
55,2022,3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,[pop],0.7,0.56,0.07,0.06,0.09,0.43,164,194.165
56,2022,2ZL7WZcjuYKi1KUDtp4kCC,Drake 21 Savage,Spin Bout U,[hip hop],0.77,0.7,0.05,0.01,0.16,0.2,129.96,214.588
57,2022,28GCbKgjlVD9eDmasGbe0T,Bad Bunny,Me Fui de Vacaciones,[latin],0.71,0.65,0.05,0.23,0.09,0.43,85.05,180.929
58,2022,1mw0RgNXIpYRyyCdBQbLgA,Harry Styles,Love Of My Life,[pop],0.56,0.54,0.05,0.67,0.06,0.2,118.06,191.638
59,2022,2mnXxnrX5vCGolNkaFvVeM,Arcángel Bad Bunny,La Jumpa,[latin],0.89,0.23,0.18,0.11,0.13,0.2,140.02,255.693
60,2022,05zd5Nv0e02ZqrlC8A2cwx,Kendrick Lamar,United In Grief,[hip hop],0.53,0.85,0.4,0.24,0.14,0.33,85.63,255.377
61,2022,69w5X6uTrOaWM32IetSzvO,Harry Styles,Daydreaming,[pop],0.71,0.81,0.03,0.31,0.13,0.9,113.97,187.342
62,2022,1r9xUipOqoNwggBpENDsvJ,Imagine Dragons JID Arcane League of Legends,Enemy (with JID) - from the series Arcane League of Legends,[rock],0.73,0.78,0.27,0.24,0.43,0.56,77.01,173.381
63,2022,1xwAWUI6Dj0WGC3KiUPN0O,Taylor Swift,Vigilante Shit,[pop],0.8,0.28,0.39,0.17,0.12,0.16,79.85,164.801
64,2022,7l2nxyx7IkBX5orhkALg0V,Drake 21 Savage,Privileged Rappers,[hip hop],0.93,0.61,0.2,0,0.12,0.62,144.05,160.821
65,2022,31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,[latin],0.88,0.5,0.05,0.07,0.14,0.43,122.02,173.119
66,2022,2NcQic8JxdjAlAHuNbOIRE,Harry Styles,Keep Driving,[pop],0.72,0.48,0.23,0.32,0.18,0.9,164.95,140.241
67,2022,0O6u0VJ46W86TxN9wgyqDj,Post Malone Doja Cat,I Like You (A Happier Song) (with Doja Cat),[hip hop],0.73,0.67,0.08,0.12,0.12,0.47,100.96,192.84
68,2022,0wshkEEcJUQU33RSRBb5dv,Drake,BackOutsideBoyz,[hip hop],0.85,0.43,0.32,0.04,0.39,0.4,142.11,152.961
69,2022,5zyZM1EiSqrniyqtprwxpv,Drake,Falling Back,[hip hop],0.72,0.76,0.07,0.24,0.11,0.35,118.99,266.178
70,2022,1797zYiX4cKosMH836X9Gt,Bad Bunny Tony Dize,La Corriente,[latin],0.66,0.79,0.2,0.23,0.22,0.58,196.12,198.367
71,2022,69xohKu8C1fsflYAiSNbwM,BTS,Run BTS,[k-pop],0.72,0.82,0.17,0.02,0.04,0.7,77,204.939
72,2022,0heeNYlwOGuUSe7TgUD27B,Taylor Swift,Question?,[pop],0.75,0.5,0.17,0.2,0.3,0.11,108.94,210.556
73,2022,0vjeOZ3Ft5jvAi9SBFJm1j,Metro Boomin Future Chris Brown,Superhero (Heroes & Villains) [with Future & Chris Brown],[hip hop],0.53,0.61,0.26,0.15,0.19,0.49,116.62,182.666
74,2022,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,[latin],0.8,0.48,0.05,0.14,0.06,0.23,98.05,213.061
75,2022,4d4ZXH4dr5bYfgErHiZCX2,Bad Bunny,Dos Mil 16,[latin],0.82,0.67,0.05,0.12,0.13,0.5,130.06,208.615
76,2022,4xIhSUJantE6BMl3u8dtCJ,Kendrick Lamar Sampha,Father Time (feat Sampha),[hip hop],0.51,0.78,0.34,0.18,0.1,0.52,152.87,222.497
77,2022,3zkyus0njMCL6phZmNNEeN,Central Cee,LET GO,[hip hop],0.74,0.45,0.38,0.86,0.21,0.51,146.02,174.246
78,2022,6qj02zSeEJGWZ4c0dn5QzJ,Harry Styles,Boyfriends,[pop],0.42,0.2,0.04,0.94,0.11,0.32,118.03,194.543
79,2022,18HOjcvTVV7W8YzBuOsAPS,Bad Bunny,Un Verano Sin Ti,[latin],0.5,0.5,0.06,0.69,0.12,0.41,187.84,148.143
80,2022,45pUWUeEWGoSdH6UF162G8,Drake 21 Savage,Broke Boys,[hip hop],0.64,0.53,0.27,0.01,0.25,0.11,120.04,225.439
81,2022,6G12ZafqofSq7YtrMqUm76,Shakira Ozuna,Monotonía,[latin],0.87,0.7,0.05,0.42,0.21,0.82,131.96,158.804
82,2022,2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,[latin],0.76,0.77,0.03,0.01,0.13,0.44,130,287.12
83,2022,54ELExv56KCAB4UP9cOCzC,Ñengo Flow Bad Bunny,Gato de Noche,[latin],0.89,0.66,0.16,0.17,0.36,0.61,93.98,227.013
84,2022,44XjoNvtwevktFKjvVe1vH,Bad Bunny Buscabulla,Andrea,[latin],0.8,0.62,0.38,0.76,0.1,0.45,103.07,339.611
85,2022,2uflssWlCaJ6CbTMOsUpNI,Bad Bunny,Aguacero,[latin],0.86,0.65,0.07,0.42,0.35,0.67,121.39,210.989
86,2022,0E0DRHf5PfMeor0ZCwB3oT,Bad Bunny The Marías,Otro Atardecer,[latin],0.78,0.6,0.04,0.59,0.07,0.55,108.02,244.444
87,2022,20on25jryn53hWghthWWW3,ACRAZE Cherish,Do It To It,[Dance/Electronic],0.85,0.81,0.09,0.02,0.07,0.64,124.93,157.89
88,2022,6kYGOFNUMxpab09L5Ukoke,Kendrick Lamar,Rich Spirit,[hip hop],0.85,0.42,0.21,0.43,0.11,0.46,95.98,202.285
89,2022,50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,[pop],0.79,0.86,0.09,0.28,0.04,0.82,141.02,207.853
90,2022,6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Coco,[latin],0.84,0.69,0.06,0.21,0.18,0.74,151.99,196.412
91,2022,0sSRLXxknVTQDStgU1NqpY,Drake 21 Savage,Hours In Silence,[hip hop],0.5,0.4,0.12,0.23,0.27,0.11,118.35,399.153
92,2022,4rmVZajAF7PkrCagGPHbqa,Drake,Sticky,[hip hop],0.85,0.5,0.14,0.09,0.08,0.08,137.03,243.227
93,2022,2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,[R&B],0.46,0.28,0.04,0.91,0.21,0.6,114.23,150.72
94,2022,0L8LOav65XwLjCLS11gNPD,BLACKPINK,Typa Girl,[k-pop],0.92,0.62,0.1,0.07,0.63,0.53,131.98,179.172
95,2022,2NMjggapJcXXM7WccGEBUO,Bad Bunny,Enséñame a Bailar,[latin],0.81,0.79,0.08,0.19,0.47,0.77,105.01,176
96,2022,34ZAzO78a5DAVNrYIGWcPm,SZA,Shirt,[R&B],0.82,0.45,0.1,0.15,0.09,0.55,119.96,181.83
97,2022,7FmYn9e7KHMXcxqGSj9LjH,Taylor Swift,Mastermind,[pop],0.66,0.36,0.15,0.55,0.08,0.12,125.97,191.039
98,2022,0xzI1KAr0Yd9tv8jlIk3sn,benny blanco BTS Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),[Dance/Electronic],0.76,0.86,0.1,0.02,0.26,0.96,120.05,172.714
99,2022,1RDvyOk4WtPCtoqciJwVn8,Jung Kook BTS FIFA Sound,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],[k-pop],0.71,0.88,0.04,0.16,0.44,0.34,114.99,201.391
100,2022,7MkylDYvKTSuWgrsBhHlsG,Bizarrap Duki,Duki: Bzrp Music Sessions Vol 50,[latin],0.54,0.87,0.14,0.37,0.19,0.32,140.01,221.303
101,2022,5p56JT5F9a1z9pwXnqTg7d,Kendrick Lamar,Worldwide Steppers,[hip hop],0.51,0.47,0.37,0.75,0.07,0.56,77.22,203.367
102,2022,3tYTyAt1q6BFBiGyYVOLhi,Kendrick Lamar Kodak Black,Silent Hill,[hip hop],0.91,0.58,0.08,0.44,0.14,0.8,140.07,220.779
103,2022,3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,[pop],0.81,0.89,0.03,0.05,0.37,0.54,126.01,230.746
104,2022,2SLwbpExuoBDZBpjfefCtV,The Weeknd,Out of Time,[R&B],0.65,0.76,0.04,0.26,0.34,0.84,93.06,214.193
105,2022,0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,[R&B],0.7,0.59,0.03,0.04,0.16,0.61,134.95,199.111
106,2022,0A1JLUlkZkp2EFrosoNQi0,Taylor Swift,Labyrinth,[pop],0.41,0.31,0.05,0.79,0.12,0.12,110.01,247.962
107,2022,4WuOWVnAqvEQxgSRrspBgt,Metro Boomin Travis Scott 21 Savage,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],[hip hop],0.67,0.66,0.31,0.19,0.15,0.26,87.93,207.306
108,2022,3KyKxJ4P3pVCgaZwaq2rUC,The Weeknd,Gasoline,[R&B],0.73,0.74,0.05,0,0.33,0.31,123.01,212.165
109,2022,7CAdT0HdiQNlt1C7xk2hep,Jung Kook,Stay Alive (Prod SUGA of BTS),[k-pop],0.51,0.76,0.07,0.3,0.1,0.5,130.1,210.928
110,2022,2GAhgAjOhEmItWLfgisyOn,SZA,Low,[R&B],0.7,0.55,0.06,0.43,0.16,0.34,145.04,181.08
111,2022,2Ghp894n1laIf2w98VeAOJ,The Weeknd,How Do I Make You Love Me?,[R&B],0.81,0.5,0.07,0.02,0.09,0.64,121.01,214.214
112,2022,0RAvy97QRPzO2AfK5Dw6j3,Kendrick Lamar Taylour Paige,We Cry Together,[hip hop],0.65,0.68,0.35,0.29,0.08,0.5,106.89,341.307
113,2022,0oiv4E896TUTTeQU0cmIui,Drake,Massive,[hip hop],0.5,0.67,0.06,0.11,0.15,0.06,124.99,336.924
114,2022,0UvZcEfpzVyx47QsRbjyBz,Bad Bunny,El Apagón,[latin],0.63,0.7,0.31,0.05,0.09,0.6,117.77,201.816
115,2022,4C6Uex2ILwJi9sZXRdmqXp,Nicki Minaj,Super Freaky Girl,[pop],0.95,0.89,0.24,0.06,0.31,0.91,133.01,170.977
116,2022,7pj6P5WnxkZsw3XRc8eMe1,Kendrick Lamar,Count Me Out,[hip hop],0.78,0.43,0.09,0.67,0.15,0.5,134,283.642
117,2022,5S9Zs5g9lTWnLIboN1pdlU,Lauren Spencer Smith,Fingers Crossed,[pop],0.6,0.47,0.05,0.62,0.31,0.45,109.49,175.344
118,2022,1ri9ZUkBJVFUdgwzCnfcYs,Becky G KAROL G,MAMIII,[latin],0.84,0.7,0.08,0.09,0.14,0.9,93.99,226.088
119,2022,0wavGRldH0AWyu2zvTz8zb,Taylor Swift,Sweet Nothing,[pop],0.34,0.16,0.05,0.96,0.12,0.39,176.66,188.496
120,2022,0h7QMc9ZRzA9QJrbEHytn2,JIN,The Astronaut,[k-pop],0.54,0.76,0.03,0,0.14,0.22,124.99,282.463
121,2022,4Flfb4fGscN9kXPOduQLrv,Drake 21 Savage,Treacherous Twins,[hip hop],0.75,0.52,0.33,0.08,0.14,0.61,88.99,180.098
122,2022,59nOXPmaKlBfGMDeOVGrIK,Future Drake Tems,WAIT FOR U (feat Drake & Tems),[hip hop],0.46,0.64,0.34,0.31,0.07,0.34,83.39,189.893
123,2022,0wihfILRNOwE2156Shezc8,Bad Bunny,Agosto,[latin],0.85,0.58,0.12,0.09,0.49,0.72,115.02,139.041
124,2022,46HNZY1i7O6jwTA7Slo2PI,Coldplay BTS,My Universe,[pop],0.57,0.71,0.04,0.01,0.33,0.47,105.01,226.198
125,2022,410TZrK18uRjtsTunG14cl,Drake,Middle of the Ocean,[hip hop],0.47,0.7,0.39,0.18,0.42,0.25,76.82,356.389
126,2022,0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,[pop],0.84,0.53,0.07,0.35,0.08,0.88,144.98,134.256
127,2022,2Hh3ETdQKrmSI3QS0hme7g,Metro Boomin Future Don Toliver,Too Many Nights (feat Don Toliver & with Future),[hip hop],0.68,0.67,0.05,0.19,0.12,0.16,88.05,199.92
128,2022,401160izncPtca3CmX3dvM,Kendrick Lamar Summer Walker Ghostface Killah,Purple Hearts,[hip hop],0.57,0.82,0.3,0.17,0.15,0.74,138.2,329.295
129,2022,6eT2V7nKXyMf47TwPbtgAD,SZA,Seek & Destroy,[R&B],0.65,0.65,0.07,0.44,0.21,0.35,152.07,203.733
130,2022,71wFwRo8xGc4lrcyKwsvba,Bad Bunny Tainy,Callaita,[latin],0.61,0.63,0.3,0.6,0.25,0.25,176.09,250.533
131,2022,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,[pop],0.82,0.76,0.09,0.09,0.12,0.88,108,172.626
132,2022,5p8ThxM2OhJ0igfxkz0Z1q,RM Youjeen,Wild Flower (with youjeen),[k-pop],0.49,0.77,0.09,0.03,0.12,0.42,154.99,273.499
133,2022,1eIXYZWEfJO3Na2LCCnIJE,SZA,Love Language,[R&B],0.71,0.26,0.08,0.85,0.13,0.55,65.04,183.893
134,2022,4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,[pop],0.56,0.66,0.15,0.34,0.08,0.69,166.93,178.146
135,2022,38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN (League of Legends Worlds Anthem),[hip hop],0.64,0.72,0.05,0.15,0.09,0.31,141.87,210.575
136,2022,7a5fliY9SsZENrQWQBZron,Drake,Texts Go Green,[hip hop],0.77,0.63,0.06,0,0.08,0.54,119,308.82
137,2022,0YeUVm23SAkUruwEx9LWnt,Kendrick Lamar Baby Keem Sam Dew,Savior,[hip hop],0.61,0.69,0.45,0.5,0.3,0.69,124.84,224.466
138,2022,1pacwLXyRO47ka0v6LTIiY,Metro Boomin Travis Scott,Raindrops (Insane) [with Travis Scott],[hip hop],0.8,0.54,0.04,0.1,0.34,0.12,111.99,188.586
139,2022,7DwcBgdzqhFJltEaV1XF81,Post Malone Roddy Ricch,Cooped Up (with Roddy Ricch),[hip hop],0.67,0.77,0.15,0.04,0.11,0.38,93.92,185.857
140,2022,3MJhPqL2IgGs7gHEB2M35q,BLACKPINK,Hard to Love,[k-pop],0.65,0.77,0.04,0.01,0.2,0.51,104.97,162.569
141,2022,06JvOZ39sK8D8SqiqfaxDU,Kanye West XXXTENTACION,True Love,[hip hop],0.71,0.86,0.25,0.02,0.51,0.39,84.04,148.571
142,2022,0g2Bbgy7P41pFjMWJuzsf4,DJ Khaled Drake Lil Baby,STAYING ALIVE (feat Drake & Lil Baby),[hip hop],0.72,0.46,0.08,0.07,0.28,0.18,129.95,178.176
143,2022,2vgUijXOTRMnWXDtvgMp2b,The Weeknd,Take My Breath,[R&B],0.7,0.77,0.04,0.01,0.24,0.35,121.02,339.023
144,2022,0LnS7aOdOdI1dNKZqdOLz4,Jack Harlow,Dua Lipa,[hip hop],0.83,0.65,0.08,0,0.11,0.41,158.02,135.053
145,2022,4NqkE7kRUvMDEdcqD96EDO,SZA Don Toliver,Used (feat Don Toliver),[R&B],0.73,0.69,0.05,0.36,0.33,0.84,150.07,146.946
146,2022,2ZlABhxMMa43COmZ97kKsJ,Drake,Jumbotron Shit Poppin,[hip hop],0.8,0.58,0.28,0.22,0.2,0.32,99.03,137.151
147,2022,4XKXphKH76W4zNpkgFS5o2,j-hope,MORE,[k-pop],0.78,0.72,0.04,0.01,0.11,0.31,97.03,180.022
148,2022,2D4dV2KXDTszzJ3p3cFqhA,The Weeknd,Less Than Zero,[R&B],0.54,0.79,0.03,0,0.08,0.5,142.98,211.814
149,2022,7fYRg3CEbk6rNCuzNzMT06,Calvin Harris Dua Lipa Young Thug,Potion (with Dua Lipa & Young Thug),[Dance/Electronic],0.82,0.7,0.05,0.16,0.08,0.76,99.99,214.459
150,2022,3DarAbFujv6eYNliUTyqtz,Doja Cat SZA,Kiss Me More (feat SZA),[pop],0.76,0.71,0.03,0.26,0.12,0.78,110.97,208.666
151,2022,7AdGloF1UHKe1vAZPbqIXH,BLACKPINK,The Happiest Girl,[k-pop],0.38,0.37,0.08,0.61,0.1,0.56,181.46,222.025
152,2022,29YW2xXlo6Pc6M0SBTCXYN,Drake 21 Savage,More M’s,[hip hop],0.7,0.5,0.22,0.04,0.14,0.07,82.54,221.406
153,2022,2Yt4SXIgmoaPZHGdRafp4P,Metro Boomin 21 Savage Young Nudy,Umbrella (with 21 Savage & Young Nudy),[hip hop],0.82,0.79,0.17,0.08,0.36,0.39,111.02,222
154,2022,0QBzMgT7NIeoCYy3sJCof1,Camila Cabello Ed Sheeran,Bam Bam (feat Ed Sheeran),[pop],0.76,0.7,0.04,0.18,0.33,0.96,95,206.07
155,2022,5oH4DQAuu1J1800RzUsBWa,PSY SUGA,That That (prod & feat SUGA of BTS),[k-pop],0.91,0.96,0.09,0.03,0.03,0.91,129.97,174.646
156,2022,1BSMpVGWs3v5BZKnAQziAc,Charlie Puth,Light Switch,[pop],0.69,0.63,0.31,0.11,0.09,0.91,184.01,185.68
157,2022,6N1K5OVVCopBjGViHs2IvP,Ed Sheeran Taylor Swift,The Joker And The Queen (feat Taylor Swift),[pop],0.53,0.31,0.03,0.92,0.28,0.31,133.83,185.422
158,2022,5xMw6qCcpd2gBXPGTegC4W,SZA,SOS,[R&B],0.51,0.66,0.23,0.67,0.09,0.51,119.16,117.773
159,2022,1Hohk6AufHZOrrhMXZppax,Beyoncé,ALIEN SUPERSTAR,[pop],0.55,0.64,0.1,0,0.17,0.46,121.89,215.459
160,2022,1r8ZCjfrQxoy2wVaBUbpwg,The Kid LAROI,Thousand Miles,[hip hop],0.38,0.66,0.08,0.09,0.09,0.2,80.57,164.781
161,2022,1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,[indie pop],0.67,0.67,0.04,0.15,0.3,0.49,121.96,237.72
